
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-21 15:37:56 /api/plots/8/plant-zones ................................................................. ~ 1s
  2026-04-21 15:37:57 /api/plots/8/plants ...................................................................... ~ 1s
  2026-04-21 15:37:57 /api/plots/8 ............................................................................. ~ 1s
  2026-04-21 15:37:58 /api/plots/8/access ...................................................................... ~ 1s
  2026-04-21 15:37:58 /api/plots/8/rotations ................................................................... ~ 1s
  2026-04-21 15:38:05 /api/catalog-plants ................................................................ ~ 503.13ms
  2026-04-21 15:38:27 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-21 15:38:35 /api/plots/8/plants ...................................................................... ~ 1s
  2026-04-21 15:38:42 /api/catalog-plants ................................................................ ~ 513.53ms
  2026-04-21 15:38:45 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-21 15:38:57 /api/plots/8/plants ...................................................................... ~ 1s
  2026-04-21 15:39:01 /api/plots ......................................................................... ~ 517.33ms
